bio_id,name,chamber,party,twitter_accounts_json,birthday,gender
P000614,Chris Pappas,house,D,"[{""account_type"": ""campaign"", ""screen_name"": ""ChrisPappasNH"", ""id"": ""574799823""}, {""account_type"": ""office"", ""screen_name"": ""RepChrisPappas"", ""id"": ""1067748650485497862""}, {""account_type"": ""campaign"", ""screen_name"": ""TeamPappasNH"", ""id"": ""986677467455901696""}]",1980-06-04,M
S001165,Albio Sires,house,D,"[{""id"": ""18696134"", ""screen_name"": ""RepSires"", ""account_type"": ""office""}, {""id"": ""544553624"", ""screen_name"": ""AlbioSiresNJ"", ""account_type"": ""campaign""}]",1951-01-26,M
K000394,Andy Kim,house,D,"[{""account_type"": ""campaign"", ""screen_name"": ""AndyKimNJ"", ""id"": ""24215154""}, {""account_type"": ""office"", ""screen_name"": ""RepAndyKimNJ"", ""id"": ""1078771848882593793""}]",1982-07-12,M
P000096,Bill Pascrell,house,D,"[{""id"": ""74508260"", ""screen_name"": ""BillPascrell"", ""account_type"": ""office""}, {""id"": ""515736574"", ""screen_name"": ""PascrellforNJ"", ""account_type"": ""campaign""}]",1937-01-25,M
W000822,Bonnie Watson Coleman,house,D,"[{""id"": ""1473761198"", ""screen_name"": ""Bonnie4Congress"", ""account_type"": ""campaign""}, {""id"": ""2968451607"", ""screen_name"": ""RepBonnie"", ""account_type"": ""office""}]",1945-02-06,F
S000522,Chris Smith,house,R,"[{""id"": ""1289319271"", ""screen_name"": ""RepChrisSmith"", ""account_type"": ""office""}]",1953-03-04,M
N000188,Donald Norcross,house,D,"[{""id"": ""2340948996"", ""screen_name"": ""DonNorcross4NJ"", ""account_type"": ""campaign""}, {""id"": ""3122099613"", ""screen_name"": ""DonaldNorcross"", ""account_type"": ""office""}]",1958-12-13,M
P000604,Donald Payne Jr,house,D,"[{""account_type"": ""campaign"", ""screen_name"": ""DonaldPayneJr"", ""id"": ""571909015""}, {""id"": ""1155335864"", ""screen_name"": ""RepDonaldPayne"", ""account_type"": ""office""}]",1958-12-17,M
L000554,Frank LoBiondo,house,R,"[{""id"": ""116489559"", ""screen_name"": ""TeamLoBiondo"", ""account_type"": ""campaign""}, {""id"": ""241207373"", ""screen_name"": ""RepLoBiondo"", ""account_type"": ""office""}]",1946-05-12,M
P000034,Frank Pallone,house,D,"[{""id"": ""31801993"", ""screen_name"": ""FrankPallone"", ""account_type"": ""office""}, {""id"": ""1265423480"", ""screen_name"": ""pallonefornj"", ""account_type"": ""campaign""}]",1951-10-30,M
V000133,Jeff Van Drew,house,R,"[{""account_type"": ""office"", ""screen_name"": ""CongressmanJVD"", ""id"": ""1083469084648505344""}, {""account_type"": ""campaign"", ""screen_name"": ""VanDrewForNJ"", ""id"": ""935756923806343168""}]",1953-02-23,M
G000583,Josh Gottheimer,house,D,"[{""id"": ""431105217"", ""screen_name"": ""JoshGottheimer"", ""account_type"": ""campaign""}, {""id"": ""815310506596691968"", ""screen_name"": ""RepJoshG"", ""account_type"": ""office""}]",1975-03-08,M
L000567,Leonard Lance,house,R,"[{""id"": ""479430035"", ""screen_name"": ""LeonardLanceNJ7"", ""account_type"": ""campaign""}, {""id"": ""613725908"", ""screen_name"": ""RepLanceNJ7"", ""account_type"": ""office""}]",1952-06-25,M
S001207,Mikie Sherrill,house,D,"[{""account_type"": ""campaign"", ""screen_name"": ""MikieSherrill"", ""id"": ""1577754348""}, {""account_type"": ""office"", ""screen_name"": ""RepSherrill"", ""id"": ""1080569698536878081""}]",1972-01-19,F
F000372,Rodney Frelinghuysen,house,R,"[{""id"": ""1382011333"", ""screen_name"": ""USRepRodney"", ""account_type"": ""office""}]",1946-04-29,M
M001193,Tom MacArthur,house,R,"[{""id"": ""2343686814"", ""screen_name"": ""tmac4congress"", ""account_type"": ""campaign""}, {""id"": ""2962994194"", ""screen_name"": ""RepTomMacArthur"", ""account_type"": ""office""}]",1960-10-16,M
M001203,Tom Malinowski,house,D,"[{""account_type"": ""office"", ""screen_name"": ""RepMalinowski"", ""id"": ""1080898026418384897""}, {""account_type"": ""campaign"", ""screen_name"": ""Malinowski"", ""id"": ""811239440916054016""}]",1965-09-23,M
H001080,Deb Haaland,house,D,"[{""account_type"": ""campaign"", ""screen_name"": ""DebHaalandNM"", ""id"": ""286476728"", ""prev_names"": [""Deb4CongressNM""]}, {""account_type"": ""office"", ""screen_name"": ""RepDebHaaland"", ""id"": ""1080695666760929280""}]",1960-12-02,F
L000580,Michelle Lujan Grisham,house,D,"[{""id"": ""368472546"", ""screen_name"": ""Michelle4NM"", ""account_type"": ""campaign""}, {""id"": ""1061385474"", ""screen_name"": ""RepLujanGrisham"", ""account_type"": ""office""}]",1959-10-24,F
H001084,Stella Herrell,house,R,"[{""screen_name"": ""RepHerrell"", ""id"": ""1344416719260016641"", ""account_type"": ""office""}, {""id"": ""898787903609765890"", ""screen_name"": ""Yvette4congress"", ""account_type"": ""campaign""}]",1964-03-16,F
P000588,Steve Pearce,house,R,"[{""id"": ""38978018"", ""screen_name"": ""Pearce4NM"", ""account_type"": ""campaign""}, {""id"": ""235271965"", ""screen_name"": ""RepStevePearce"", ""account_type"": ""office""}]",1947-08-24,M
L000273,Teresa Fernandez,house,D,"[{""screen_name"": ""RepTeresaLF"", ""id"": ""1345147845926670337"", ""account_type"": ""office""}, {""id"": ""1128147829606600706"", ""screen_name"": ""TeresaForNM"", ""account_type"": ""campaign""}]",1959-07-01,F
T000484,Xochitl Torres Small,house,D,"[{""account_type"": ""campaign"", ""screen_name"": ""XochforCongress"", ""id"": ""427872569""}, {""account_type"": ""office"", ""screen_name"": ""RepTorresSmall"", ""id"": ""1080830346915209216""}]",1984-11-15,F
T000468,Dina Titus,house,D,"[{""id"": ""17907578"", ""screen_name"": ""dinatitus"", ""account_type"": ""campaign""}, {""id"": ""122174004"", ""screen_name"": ""repdinatitus"", ""account_type"": ""office""}]",1950-05-23,F
A000369,Mark Amodei,house,R,"[{""id"": ""85689484"", ""screen_name"": ""AmodeiForNevada"", ""account_type"": ""campaign""}, {""id"": ""402719755"", ""screen_name"": ""MarkAmodeiNV2"", ""account_type"": ""office""}]",1958-06-12,M
K000390,Ruben Kihuen,house,D,"[{""id"": ""102178242"", ""screen_name"": ""RubenKihuen"", ""account_type"": ""campaign""}, {""id"": ""816282029276938240"", ""screen_name"": ""RepKihuen"", ""account_type"": ""office""}]",1980-04-25,M
H001066,Steven Horsford,house,D,"[{""account_type"": ""campaign"", ""screen_name"": ""StevenHorsford"", ""id"": ""246478393""}, {""account_type"": ""office"", ""screen_name"": ""RepHorsford"", ""id"": ""389840566""}]",1973-04-29,M
L000590,Susie Lee,house,D,"[{""account_type"": ""campaign"", ""screen_name"": ""SusieLeeNV"", ""id"": ""602919981""}, {""account_type"": ""office"", ""screen_name"": ""RepSusieLee"", ""id"": ""1079061579973439488""}]",1966-11-07,F
E000297,Adriano Espaillat,house,D,"[{""id"": ""182217410"", ""screen_name"": ""EspaillatNY"", ""account_type"": ""campaign""}, {""id"": ""1704971276"", ""screen_name"": ""CongEspaillat"", ""account_type"": ""office""}, {""id"": ""817076257770835968"", ""screen_name"": ""RepEspaillat"", ""account_type"": ""office""}]",1954-09-27,M
O000172,Alexandria Ocasio-Cortez,house,D,"[{""account_type"": ""campaign"", ""screen_name"": ""AOC"", ""id"": ""138203134""}, {""account_type"": ""office"", ""screen_name"": ""RepAOC"", ""id"": ""1079104563280527364""}, {""id"": ""1173995401147572224"", ""screen_name"": ""aocenespanol"", ""account_type"": ""campaign""}]",1989-10-13,F
G000597,Andrew Garbarino,house,R,"[{""screen_name"": ""RepGarbarino"", ""id"": ""1344349650447433729"", ""account_type"": ""office""}, {""id"": ""1222594021547290624"", ""screen_name"": ""GarbarinoforNY"", ""account_type"": ""campaign""}]",1984-09-27,M
B001308,Anthony Brindisi,house,D,"[{""account_type"": ""campaign"", ""screen_name"": ""ABrindisiNY"", ""id"": ""915831762""}, {""account_type"": ""office"", ""screen_name"": ""RepBrindisi"", ""id"": ""1080978331535896576""}]",1978-11-22,M
D000630,Antonio Delgado,house,D,"[{""account_type"": ""office"", ""screen_name"": ""repdelgado"", ""id"": ""1080485692298444800""}, {""account_type"": ""campaign"", ""screen_name"": ""DelgadoforNY19"", ""id"": ""829061809135030272""}]",1977-01-19,M
H001038,Brian Higgins,house,D,"[{""id"": ""33576489"", ""screen_name"": ""RepBrianHiggins"", ""account_type"": ""office""}, {""id"": ""57334424"", ""screen_name"": ""Higgins4WNY"", ""account_type"": ""campaign""}]",1959-10-06,M
M000087,Carolyn Maloney,house,D,"[{""id"": ""119250381"", ""screen_name"": ""CarolynBMaloney"", ""account_type"": ""campaign""}, {""id"": ""258900199"", ""screen_name"": ""RepMaloney"", ""account_type"": ""office""}]",1946-02-19,F
C001092,Chris Collins,house,R,"[{""id"": ""557794383"", ""screen_name"": ""CollinsNY27"", ""account_type"": ""campaign"", ""deleted"": true}, {""id"": ""1058256326"", ""screen_name"": ""RepChrisCollins"", ""account_type"": ""office"", ""deleted"": true}]",1950-05-20,M
J000020,Chris Jacobs,house,R,"[{""id"": ""1276232539510919168"", ""screen_name"": ""RepJacobs"", ""account_type"": ""office""}, {""id"": ""1129376438698807296"", ""screen_name"": ""JacobsNY27"", ""account_type"": ""campaign""}]",1966-11-28,M
T000478,Claudia Tenney,house,R,"[{""id"": ""756285384"", ""screen_name"": ""claudiatenney"", ""account_type"": ""campaign""}, {""id"": ""797201048490430465"", ""screen_name"": ""RepTenney"", ""account_type"": ""office""}]",1961-02-04,F
D000625,Dan Donovan,house,R,"[{""id"": ""3041543943"", ""screen_name"": ""dandonovan_ny"", ""account_type"": ""campaign""}, {""id"": ""3353670647"", ""screen_name"": ""RepDanDonovan"", ""account_type"": ""office""}]",1956-11-06,M
E000179,Eliot Engel,house,D,"[{""id"": ""164007407"", ""screen_name"": ""RepEliotEngel"", ""account_type"": ""office""}, {""id"": ""1041879377586343936"", ""screen_name"": ""TeamEngel"", ""account_type"": ""campaign""}]",1947-02-18,M
S001196,Elise Stefanik,house,R,"[{""id"": ""109579534"", ""screen_name"": ""EliseStefanik"", ""account_type"": ""campaign""}, {""id"": ""2962813893"", ""screen_name"": ""RepStefanik"", ""account_type"": ""office""}]",1984-07-02,F
M001188,Grace Meng,house,D,"[{""id"": ""571214272"", ""screen_name"": ""Grace4NY"", ""account_type"": ""campaign""}, {""id"": ""1051127714"", ""screen_name"": ""RepGraceMeng"", ""account_type"": ""office""}]",1975-10-01,F
M001137,Gregory Meeks,house,D,"[{""id"": ""22812754"", ""screen_name"": ""RepGregoryMeeks"", ""account_type"": ""office"", ""prev_names"": [""GregoryMeeks""]}, {""id"": ""1092782048157331456"", ""screen_name"": ""GregMeeksNYC"", ""account_type"": ""campaign""}]",1953-09-25,M
J000294,Hakeem Jeffries,house,D,"[{""id"": ""467823431"", ""screen_name"": ""RepJeffries"", ""account_type"": ""office""}, {""id"": ""479017220"", ""screen_name"": ""hakeemjeffries"", ""account_type"": ""campaign"", ""prev_names"": [""TeamJeffries"", ""hakeem_jeffries""]}]",1970-08-04,M
B001223,Jamaal Bowman,house,D,"[{""screen_name"": ""RepBowman"", ""id"": ""1344389506963808264"", ""account_type"": ""office""}, {""id"": ""1138076821533155328"", ""screen_name"": ""JamaalBowmanNY"", ""account_type"": ""campaign""}]",1976-04-01,M
N000002,Jerrold Nadler,house,D,"[{""id"": ""40302336"", ""screen_name"": ""RepJerryNadler"", ""account_type"": ""office""}, {""id"": ""408816873"", ""screen_name"": ""JerryNadler"", ""account_type"": ""campaign""}]",1947-06-13,M
F000464,John Faso,house,R,"[{""id"": ""3374540505"", ""screen_name"": ""JohnFasoNy"", ""account_type"": ""campaign""}, {""id"": ""815931811348017152"", ""screen_name"": ""RepJohnFaso"", ""account_type"": ""office""}]",1952-08-25,M
K000386,John Katko,house,R,"[{""id"": ""2966765501"", ""screen_name"": ""RepJohnKatko"", ""account_type"": ""office""}]",1962-11-09,M
S000248,Jose E. Serrano,house,D,"[{""id"": ""33563161"", ""screen_name"": ""RepJoseSerrano"", ""account_type"": ""office""}, {""id"": ""755205760641077248"", ""screen_name"": ""serranocongress"", ""account_type"": ""campaign""}]",1943-10-24,M
C001038,Joseph Crowley,house,D,"[{""id"": ""111635980"", ""screen_name"": ""repjoecrowley"", ""account_type"": ""office""}, {""id"": ""747248021889499141"", ""screen_name"": ""JoeCrowleyforNY"", ""account_type"": ""campaign"", ""prev_names"": [""JoeCrowleyNY""]}]",1962-03-16,M
M001206,Joseph Morelle,house,D,"[{""id"": ""106787853"", ""screen_name"": ""JoeMorelle"", ""account_type"": ""office""}, {""id"": ""977247448820305920"", ""screen_name"": ""VoteMorelle"", ""account_type"": ""campaign""}, {""id"": ""1064595993222615040"", ""screen_name"": ""RepJoeMorelle"", ""account_type"": ""office""}]",1957-04-29,M
R000602,Kathleen Rice,house,D,"[{""id"": ""82423741"", ""screen_name"": ""KathleenRice"", ""account_type"": ""campaign""}, {""id"": ""2970462034"", ""screen_name"": ""RepKathleenRice"", ""account_type"": ""office""}]",1965-02-15,F
Z000017,Lee Zeldin,house,R,"[{""id"": ""15874918"", ""screen_name"": ""leezeldin"", ""account_type"": ""campaign""}, {""id"": ""2750127259"", ""screen_name"": ""RepLeeZeldin"", ""account_type"": ""office""}]",1980-01-30,M
S000480,Louise Slaughter,house,D,"[{""id"": ""63169388"", ""screen_name"": ""louiseslaughter"", ""account_type"": ""office""}, {""id"": ""454016836"", ""screen_name"": ""VoteLouiseNY"", ""account_type"": ""campaign""}]",1929-08-14,F
R000613,Max Rose,house,D,"[{""account_type"": ""office"", ""screen_name"": ""RepMaxRose"", ""id"": ""1078692057940742144""}, {""account_type"": ""campaign"", ""screen_name"": ""MaxRose4NY"", ""id"": ""892491627088011264""}]",1986-11-28,M
J000306,Mondaire Jones,house,D,"[{""screen_name"": ""RepMondaire"", ""id"": ""1345883634046279681"", ""account_type"": ""office"", ""prev_names"": [""RepJones""]}, {""id"": ""872143958847045632"", ""screen_name"": ""MondaireJones"", ""account_type"": ""campaign""}]",1987-05-18,M
M000317,Nicole Malliotakis,house,R,"[{""id"": ""757862089"", ""screen_name"": ""NMalliotakis"", ""account_type"": ""campaign""}, {""screen_name"": ""RepMalliotakis"", ""id"": ""1344750588026900481"", ""account_type"": ""office""}]",1980-11-11,F
L000480,Nita Lowey,house,D,"[{""id"": ""221792092"", ""screen_name"": ""NitaLowey"", ""account_type"": ""office""}, {""id"": ""733010480"", ""screen_name"": ""Lowey4Congress"", ""account_type"": ""campaign""}]",1937-07-05,F
V000081,Nydia Velazquez,house,D,"[{""id"": ""164369297"", ""screen_name"": ""NydiaVelazquez"", ""account_type"": ""office""}, {""id"": ""721127537674489856"", ""screen_name"": ""ReElectNydia"", ""account_type"": ""campaign""}]",1953-03-28,F
T000469,Paul Tonko,house,D,"[{""id"": ""84119348"", ""screen_name"": ""RepPaulTonko"", ""account_type"": ""office""}, {""id"": ""153865861"", ""screen_name"": ""PaulTonko"", ""account_type"": ""campaign"", ""prev_names"": [""Tonko4Congress""]}]",1949-06-18,M
K000210,Peter T. King,house,R,"[{""id"": ""18277655"", ""screen_name"": ""RepPeteKing"", ""account_type"": ""office""}, {""id"": ""1630397408"", ""screen_name"": ""petekingcpg"", ""account_type"": ""campaign"", ""prev_names"": [""congpeteking""]}]",1944-04-05,M
T000486,Ritchie Torres,house,D,"[{""id"": ""1247612029"", ""screen_name"": ""RitchieTorres"", ""account_type"": ""campaign""}, {""screen_name"": ""RepRitchie"", ""id"": ""1276403757224546304"", ""account_type"": ""office""}]",1988-03-12,M
M001185,Sean Maloney,house,D,"[{""id"": ""26283468"", ""screen_name"": ""spmaloney"", ""account_type"": ""campaign""}, {""id"": ""1072467470"", ""screen_name"": ""RepSeanMaloney"", ""account_type"": ""office""}]",1966-07-30,M
S001201,Thomas Suozzi,house,D,"[{""id"": ""18907639"", ""screen_name"": ""Tom_Suozzi"", ""account_type"": ""campaign""}, {""id"": ""816705409486618624"", ""screen_name"": ""RepTomSuozzi"", ""account_type"": ""office""}]",1962-08-31,M
R000585,Tom Reed,house,R,"[{""id"": ""63073834"", ""screen_name"": ""TomReedCongress"", ""account_type"": ""campaign""}, {""id"": ""252819323"", ""screen_name"": ""RepTomReed"", ""account_type"": ""office""}]",1971-11-18,M
C001067,Yvette Clarke,house,D,"[{""id"": ""240812994"", ""screen_name"": ""RepYvetteClarke"", ""account_type"": ""office""}, {""id"": ""550131748"", ""screen_name"": ""VoteYvette"", ""account_type"": ""campaign""}]",1964-11-21,F
G000588,Anthony Gonzalez,house,R,"[{""account_type"": ""office"", ""screen_name"": ""RepAGonzalez"", ""id"": ""1054381765224210432""}, {""account_type"": ""campaign"", ""screen_name"": ""anthonygonzalez"", ""id"": ""900025544032624640""}]",1984-09-19,M
J000292,Bill Johnson,house,R,"[{""id"": ""81207735"", ""screen_name"": ""JohnsonLeads"", ""account_type"": ""campaign""}, {""id"": ""211530910"", ""screen_name"": ""RepBillJohnson"", ""account_type"": ""office""}]",1954-11-10,M
G000563,Bob Gibbs,house,R,"[{""id"": ""77839894"", ""screen_name"": ""Bob_Gibbs"", ""account_type"": ""campaign""}, {""id"": ""234822928"", ""screen_name"": ""RepBobGibbs"", ""account_type"": ""office""}]",1954-06-14,M
L000566,Bob Latta,house,R,"[{""id"": ""15394954"", ""screen_name"": ""boblatta"", ""account_type"": ""office""}, {""id"": ""93575832"", ""screen_name"": ""latta4congress"", ""account_type"": ""campaign""}]",1956-04-18,M
W000815,Brad Wenstrup,house,R,"[{""id"": ""313719282"", ""screen_name"": ""bradwenstrup"", ""account_type"": ""campaign""}, {""id"": ""518644221"", ""screen_name"": ""RepBradWenstrup"", ""account_type"": ""office""}]",1958-06-17,M
J000295,David Joyce,house,R,"[{""id"": ""727242919"", ""screen_name"": ""DaveJoyceOH14"", ""account_type"": ""campaign""}, {""id"": ""976969338"", ""screen_name"": ""RepDaveJoyce"", ""account_type"": ""office""}]",1957-03-17,M
J000289,Jim Jordan,house,R,"[{""id"": ""18166778"", ""screen_name"": ""Jim_Jordan"", ""account_type"": ""office""}, {""account_type"": ""campaign"", ""screen_name"": ""Votejimjordan"", ""id"": ""2339415242""}]",1964-02-17,M
R000586,Jim Renacci,house,R,"[{""id"": ""236916916"", ""screen_name"": ""RepJimRenacci"", ""account_type"": ""office""}, {""id"": ""2337241560"", ""screen_name"": ""JimRenacci"", ""account_type"": ""campaign""}]",1958-12-03,M
B001281,Joyce Beatty,house,D,"[{""id"": ""582070020"", ""screen_name"": ""JoyceBeatty"", ""account_type"": ""campaign""}, {""id"": ""1531521632"", ""screen_name"": ""RepBeatty"", ""account_type"": ""office""}]",1950-03-12,F
F000455,Marcia Fudge,house,D,"[{""id"": ""18829123"", ""screen_name"": ""mlfudge"", ""account_type"": ""campaign""}, {""id"": ""153486399"", ""screen_name"": ""RepMarciaFudge"", ""account_type"": ""office""}]",1952-10-29,F
K000009,Marcy Kaptur,house,D,"[{""id"": ""480872337"", ""screen_name"": ""Marcy_Kaptur"", ""account_type"": ""campaign""}, {""id"": ""581141508"", ""screen_name"": ""RepMarcyKaptur"", ""account_type"": ""office""}]",1946-06-17,F
T000463,Mike Turner,house,R,"[{""id"": ""51228911"", ""screen_name"": ""RepMikeTurner"", ""account_type"": ""office""}, {""id"": ""380498919"", ""screen_name"": ""MikeTurnerOH"", ""account_type"": ""campaign""}]",1960-01-11,M
T000462,Pat Tiberi,house,R,"[{""id"": ""114749081"", ""screen_name"": ""TeamTiberi"", ""account_type"": ""campaign""}, {""id"": ""912608010"", ""screen_name"": ""PatTiberi"", ""account_type"": ""office""}]",1962-10-21,M
C000266,Steve Chabot,house,R,"[{""id"": ""23775782"", ""screen_name"": ""SteveChabot"", ""account_type"": ""campaign""}, {""id"": ""237750442"", ""screen_name"": ""RepSteveChabot"", ""account_type"": ""office""}]",1953-01-22,M
S001187,Steve Stivers,house,R,"[{""id"": ""59536644"", ""screen_name"": ""stevestivers"", ""account_type"": ""campaign""}, {""id"": ""211420609"", ""screen_name"": ""RepSteveStivers"", ""account_type"": ""office""}]",1965-03-24,M
R000577,Tim Ryan,house,D,"[{""id"": ""13491312"", ""screen_name"": ""RepTimRyan"", ""account_type"": ""office""}, {""account_type"": ""campaign"", ""screen_name"": ""TimRyan"", ""id"": ""466532637""}]",1973-07-16,M
B001306,Troy Balderson,house,R,"[{""id"": ""603083228"", ""screen_name"": ""Troy_Balderson"", ""account_type"": ""campaign""}, {""id"": ""1037341536592310272"", ""screen_name"": ""RepBalderson"", ""account_type"": ""office""}]",1962-01-16,M
D000626,Warren Davidson,house,R,"[{""id"": ""742735530287304704"", ""screen_name"": ""WarrenDavidson"", ""account_type"": ""office""}, {""id"": ""4624539143"", ""screen_name"": ""Vote_Davidson"", ""account_type"": ""campaign""}]",1970-03-01,M
L000491,Frank Lucas,house,R,"[{""id"": ""242772524"", ""screen_name"": ""RepFrankLucas"", ""account_type"": ""office""}, {""id"": ""389017497"", ""screen_name"": ""FrankDLucas"", ""account_type"": ""campaign""}]",1960-01-06,M
B001283,Jim Bridenstine,house,R,"[{""id"": ""370828662"", ""screen_name"": ""Bridenstine4OK"", ""account_type"": ""campaign"", ""deleted"": true}, {""id"": ""1092757885"", ""screen_name"": ""RepJBridenstine"", ""account_type"": ""office""}]",1975-06-15,M
H001083,Kendra Horn,house,D,"[{""account_type"": ""office"", ""screen_name"": ""KendraSHorn"", ""id"": ""1083019402046513152"", ""prev_names"": [""RepKendraHorn""]}, {""account_type"": ""campaign"", ""screen_name"": ""HornForCongress"", ""id"": ""880850093548687360""}]",1976-06-09,F
H001082,Kevin Hern,house,R,"[{""id"": ""19168067"", ""screen_name"": ""krhern"", ""account_type"": ""campaign""}, {""id"": ""1067818539179024386"", ""screen_name"": ""repkevinhern"", ""account_type"": ""office""}]",1961-12-04,M
M001190,Markwayne Mullin,house,R,"[{""id"": ""366304362"", ""screen_name"": ""MarkwayneMullin"", ""account_type"": ""campaign""}, {""id"": ""1060370282"", ""screen_name"": ""RepMullin"", ""account_type"": ""office""}]",1977-07-26,M
B000740,Stephanie Bice,house,R,"[{""id"": ""32289500"", ""screen_name"": ""stephaniebice"", ""account_type"": ""campaign""}, {""screen_name"": ""RepBice"", ""id"": ""1344260196227555334"", ""account_type"": ""office""}]",1973-11-11,F
R000604,Steve Russell,house,R,"[{""id"": ""2364258930"", ""screen_name"": ""SteveRussellOK"", ""account_type"": ""campaign""}, {""id"": ""2966758114"", ""screen_name"": ""RepRussell"", ""account_type"": ""office""}]",1963-05-25,M
C001053,Tom Cole,house,R,"[{""id"": ""23124635"", ""screen_name"": ""TomColeOK04"", ""account_type"": ""office""}, {""id"": ""57438769"", ""screen_name"": ""ColeForCongress"", ""account_type"": ""campaign""}]",1949-04-28,M
B000668,Cliff Bentz,house,R,"[{""screen_name"": ""RepBentz"", ""id"": ""1345788865911656454"", ""account_type"": ""office""}, {""id"": ""1216104257989963776"", ""screen_name"": ""CliffBentz"", ""account_type"": ""campaign""}]",1952-01-12,M
B000574,Earl Blumenauer,house,D,"[{""id"": ""15954997"", ""screen_name"": ""repblumenauer"", ""account_type"": ""campaign""}, {""id"": ""137823987"", ""screen_name"": ""BlumenauerMedia"", ""account_type"": ""office""}]",1948-08-16,M
W000791,Greg Walden,house,R,"[{""id"": ""32010840"", ""screen_name"": ""repgregwalden"", ""account_type"": ""office""}, {""id"": ""180564322"", ""screen_name"": ""gregwalden"", ""account_type"": ""campaign"", ""prev_names"": [""votegregwalden""]}]",1957-01-10,M
S001180,Kurt Schrader,house,D,"[{""id"": ""20545793"", ""screen_name"": ""RepSchrader"", ""account_type"": ""office""}, {""id"": ""2696825456"", ""screen_name"": ""VoteSchrader"", ""account_type"": ""campaign""}]",1951-10-19,M
D000191,Peter DeFazio,house,D,"[{""id"": ""195115786"", ""screen_name"": ""DeFazio4Oregon"", ""account_type"": ""campaign""}, {""id"": ""252249233"", ""screen_name"": ""RepPeterDeFazio"", ""account_type"": ""office""}]",1947-05-27,M
B001278,Suzanne Bonamici,house,D,"[{""id"": ""558769636"", ""screen_name"": ""RepBonamici"", ""account_type"": ""office""}]",1954-10-14,F
S001154,Bill Shuster,house,R,"[{""id"": ""22527499"", ""screen_name"": ""RepBillShuster"", ""account_type"": ""office""}, {""id"": ""845746171"", ""screen_name"": ""ShusterForPA9"", ""account_type"": ""campaign""}]",1961-01-10,M
B001227,Bob Brady,house,D,"[{""id"": ""148453195"", ""screen_name"": ""RepBrady"", ""account_type"": ""office""}, {""id"": ""496479814"", ""screen_name"": ""BradyforPhilly"", ""account_type"": ""campaign""}]",1945-04-07,M
B001296,Brendan Boyle,house,D,"[{""id"": ""231108733"", ""screen_name"": ""RepBrendanBoyle"", ""account_type"": ""campaign""}, {""id"": ""4304448314"", ""screen_name"": ""CongBoyle"", ""account_type"": ""office""}]",1977-02-06,M
F000466,Brian Fitzpatrick,house,R,"[{""id"": ""816303263586914304"", ""screen_name"": ""RepBrianFitz"", ""account_type"": ""office""}, {""id"": ""4905487413"", ""screen_name"": ""BrianFitzUSA"", ""account_type"": ""campaign""}]",1973-12-17,M
D000604,Charlie Dent,house,R,"[{""id"": ""132204008"", ""screen_name"": ""DentforCongress"", ""account_type"": ""campaign""}, {""id"": ""242376736"", ""screen_name"": ""RepCharlieDent"", ""account_type"": ""office""}]",1960-05-24,M
H001085,Chrissy Houlahan,house,D,"[{""account_type"": ""office"", ""screen_name"": ""RepHoulahan"", ""id"": ""1052896620797460481""}, {""account_type"": ""campaign"", ""screen_name"": ""HoulahanForPA"", ""id"": ""847098017274613761""}]",1967-06-05,F
L000588,Conor Lamb,house,D,"[{""id"": ""984456621417000960"", ""screen_name"": ""RepConorLamb"", ""account_type"": ""office""}, {""id"": ""855240223432769538"", ""screen_name"": ""ConorLambPA"", ""account_type"": ""campaign""}]",1984-06-27,M
M001204,Dan Meuser,house,R,"[{""account_type"": ""office"", ""screen_name"": ""RepMeuser"", ""id"": ""1080574793630527505""}, {""account_type"": ""campaign"", ""screen_name"": ""Meuser4Congress"", ""id"": ""903354645623566340""}]",1964-02-10,M
E000296,Dwight Evans,house,D,"[{""id"": ""90639372"", ""screen_name"": ""RepDwightEvans"", ""account_type"": ""office""}, {""account_type"": ""campaign"", ""screen_name"": ""DwightEvansPA"", ""id"": ""4069841354""}]",1954-05-16,M
K000395,Fred Keller,house,R,"[{""id"": ""1136060761422405633"", ""screen_name"": ""RepFredKeller"", ""account_type"": ""office""}, {""id"": ""1092471059641700353"", ""screen_name"": ""VoteFredKeller"", ""account_type"": ""campaign""}]",1965-10-23,M
T000467,Glenn Thompson,house,R,"[{""id"": ""18967498"", ""screen_name"": ""CongressmanGT"", ""account_type"": ""office""}, {""id"": ""304138251"", ""screen_name"": ""GT_TeamGT"", ""account_type"": ""campaign""}]",1959-07-27,M
R000610,Guy Reschenthaler,house,R,"[{""account_type"": ""campaign"", ""screen_name"": ""reschenthaler"", ""id"": ""477223342""}, {""account_type"": ""office"", ""screen_name"": ""GReschenthaler"", ""id"": ""4205133682""}]",1983-04-17,M
J000302,John Joyce,house,R,"[{""account_type"": ""office"", ""screen_name"": ""RepJohnJoyce"", ""id"": ""1082311988926124036""}, {""account_type"": ""campaign"", ""screen_name"": ""JohnJoyceForPA"", ""id"": ""969328139485802496""}]",1957-02-08,M
R000598,Keith Rothfus,house,R,"[{""id"": ""1155212191"", ""screen_name"": ""KeithRothfus"", ""account_type"": ""office""}]",1962-04-25,M
